"id","nome","ano_lancamento","dev_publisher","plataforma","genero","engine_tech","status_codigo","metodo_modificacao","dificuldade","esforco_horas","viabilidade_claude","raciocinio_dificuldade","dilemas_compativeis","aderencia_psyfun","exemplo_concreto","popularidade","idade_publico","requisitos_tecnicos","custo_licencas","risco_tos","links","imagens","observacoes","fonte_agente"
"pioneer","Pioneer","2009","Pioneer Team (Frontier: Elite II inspired)","windows|mac|linux","space-sim","C++ / Lua","open-source","mod-loader-oficial","3","M","4","Apache 2.0, C++ + Lua scripting pra gameplay/missions, single-player infelizmente","TG|BG","2","Mercantil single-player — NPCs em trade dá BG artificial","GitHub 1.8k+ stars","10+","Lua, C++","grátis","1","https://pioneerspacesim.net | https://github.com/pioneerspacesim/pioneer","","Single-player mata o potencial","classic-reimpl"
"anyrpg","AnyRPG","2019","AnyRPG Team","windows","rpg-framework","Unity / C#","open-source","template-engine","3","M","4","MIT, Unity-based RPG framework open; single-player focus","DG","2","Single-player — fit fraco","GitHub 500+ stars","13+","Unity, C#","grátis","1","https://www.anyrpg.org | https://github.com/bithead2007/AnyRPG","","Single-player","classic-reimpl"
"discord-watch-together","Watch Together (YouTube Activity)","2020","Discord","windows|mac|linux|android|ios|web","media-sync","Web","closed-only","api-publica","1","XS","5","Não é moddável; listado como ref do Activity SDK.","CPG","1","Fraquíssimo; listado pra completeness.","Activity oficial","13+","N/A","grátis","2","https://discord.com/activities","","Referência apenas.","creative-platforms"
"tictactoe-react","Tic-Tac-Toe (React tutorial)","2016","Facebook/React docs","web","board","React","open-source","code-fork","1","XS","5","Exemplo oficial do React docs. Trivial.","CPG","1","Zero-sum, difícil mapear pra dilema.","1M+ devs usaram","all-ages","React","grátis","1","https://react.dev/learn/tutorial-tic-tac-toe","","Baixa aderência mas esqueleto limpo","html5-web"
"hex-gl","HexGL","2013","Thibaut Despoulain","web","racing","three.js","open-source","code-fork","3","S","4","MIT. Racing 3D single-player. Adicionar multiplayer é o trabalho.","SD","2","Racing 2-player com uso de boost: solo-boost (trair) vs share-boost (cooperar).","GitHub 2k+ stars","10+","three.js","grátis","1","https://github.com/BKcore/HexGL","","Polido visualmente","html5-web"
"bingo-web","Bingo online (FOSS)","2018","community","web","luck","Node + JS","open-source","code-fork","1","XS","5","Trivial.","CPG","1","Luck-based, pouca aderência.","amplo","all-ages","JS","grátis","1","https://github.com/topics/bingo","","Baixa aderência","html5-web"
"yahtzee-web","Yahtzee (FOSS web)","2018","community","web","dice","JS","open-source","code-fork","1","XS","5","Dice classic.","CPG","1","Individual.","clones amplos","all-ages","JS","grátis","2","https://github.com/topics/yahtzee","","Marca Hasbro","html5-web"
"planck-js","Planck.js (Box2D port)","2016","community","web","lib","Planck.js","open-source","template-engine","3","S","4","Zlib. Box2D ports.","PG","2","Lib.","GitHub 4k+ stars","all-ages","JS","grátis","1","https://github.com/shakiba/planck.js","","Physics","html5-web"
"depression-quest","Depression Quest","2013","Zoe Quinn","web","twine-narrative","Twine","open-source","code-fork","1","XS","5","Twine aberto","DG","1","Inapropriado — fora do público adulto coop","histórico, itch substantial","16+","Twine","gratuito","1","https://itch.io/profile/depressionquest","","Aderência baixa; registrado como referência","itch-source"
"howling-dogs","Howling Dogs","2012","Porpentine","web","twine","Twine","open-source","code-fork","1","XS","5","Twine open","DG","1","Narrative walking sim","itch ref acadêmica","mature","Twine","gratuito","1","https://slimedaughter.com/games/twine/howlingdogs/","","Muito narrativo","itch-source"
"vvvvvv","VVVVVV (source released)","2010","Terry Cavanagh / Bennett Foddy","windows|mac|linux","platformer","C++/SDL","open-source","code-fork","3","M","4","Source GPL-ish released 2020 (github TerryCavanagh/VVVVVV). Assets não FOSS.","SH","2","Fork 2-player coop puzzle: escolher qual zona resgatar primeiro","Steam 97% 10k, 1M+ copies","7+","C++, SDL","assets pagos, code grátis","2","https://terrycavanagh.itch.io/vvvvvv | https://github.com/TerryCavanagh/VVVVVV","","","itch-source"
"hyperrogue","HyperRogue","2011","Zeno Rogue","windows|mac|linux|android|ios","roguelike","C++","open-source","code-fork","3","M","4","GPL2, C++ SDL","DG","2","","itch + Steam 97% 1k","10+","C++","gratuito GPL","1","https://zenorogue.itch.io/hyperrogue | https://github.com/zenorogue/hyperrogue | https://www.roguetemple.com/z/hyper/","","Single-player","itch-source|open-source"
"noita-itch","Noita (itch alt)","2020","Nolla Games","windows","roguelike","Falling Everything/Lua","modding-community","mod-loader-oficial","3","M","4","Lua mods extensivos","DG","2","","Steam 95% 60k","13+","Lua","pago","2","https://noitagame.com/","","Single-player (mod coop existe via hacks)","itch-source"
"friday-night-funkin","Friday Night Funkin'","2020","ninjamuffin99 et al","windows|mac|linux|web","rhythm","Haxe/HaxeFlixel","open-source","code-fork","3","M","4","Apache2, Haxe. Nasceu na Ludum Dare Jam Oct 2020.","CPG","2","","itch 4M+, mainstream","10+","Haxe","gratuito","1","https://ninja-muffin24.itch.io/funkin | https://github.com/FunkinCrew/Funkin","","","itch-source"
"2048-android","2048 (Android FOSS port)","2014","uberspot / Gabriele Cirulli base","android","puzzle","Android Java","open-source","code-fork","1","XS","5","Port Android super simples do 2048 web; centenas de forks","CPG","1","Tile puzzle solo; dilema social nao encaixa","F-Droid 500k+","all-ages","Android Java","MIT","1","https://github.com/uberspot/2048-android","","Facil de modificar mas aderencia baixissima","mobile-foss"
"naev-android","Naev (mobile WIP)","2012","Naev community","android|windows|linux|mac","space-sim","C + Lua","open-source","scripting-in-game","3","M","4","Space trader single-player; Lua modding extenso","TG|BG","2","Single-player sim; precisa adicionar NPCs com escolhas sociais","nicho, ativa","12+","C, Lua","GPLv3","1","https://github.com/naev/naev","","Android port experimental","mobile-foss"
"stk-tunnels","Falldown (FOSS Android port)","2013","multiple FOSS forks","android","arcade","Android Java","open-source","code-fork","1","XS","5","Clone Falldown simples; Android Java","CPG","1","Arcade solo","F-Droid","all-ages","Android Java","MIT","1","https://github.com/topics/falldown","","Aderencia minima","mobile-foss"
"flappy-clone-foss","Flappy Bird clones (FOSS Android)","2014","multiple forks","android","arcade","Android Java libGDX","open-source","code-fork","1","XS","5","Classico tutorial libGDX","CPG","1","Arcade solo","GitHub topic 500+ repos","all-ages","Java libGDX","MIT","1","https://github.com/topics/flappy-bird-clone","","","mobile-foss"
"memorize-game","Memorize FOSS (card matching)","2016","multiple forks","android","memoria","Android Kotlin","open-source","code-fork","1","XS","5","Tutorial Android classico","CPG","1","Memoria solo","GitHub tutorial","all-ages","Kotlin","MIT","1","https://github.com/topics/memory-game-android","","Template","mobile-foss"
"flame-trex","Flame T-Rex Runner clone","2020","Flame community","android|ios|web","runner","Flutter Flame","open-source","code-fork","1","XS","5","Tutorial Flame simples","CPG","1","Runner solo","Flame community tutorial","all-ages","Flutter Dart","MIT","1","https://github.com/flame-engine/flame/tree/main/examples","","Tutorial","mobile-foss"
"rn-2048","React Native 2048","2016","varios","android|ios","puzzle","React Native","open-source","code-fork","1","XS","5","Tutorial RN","CPG","1","Solo","GitHub","all-ages","React Native","MIT","1","https://github.com/topics/react-native-2048","","","mobile-foss"
"tmgame-android","Trailing Mines / Minesweeper FOSS Android","2012","varios","android","puzzle","Android Java","open-source","code-fork","1","XS","5","Clone Minesweeper Android","CPG","1","Solo","F-Droid","all-ages","Android Java","MIT","1","https://github.com/topics/minesweeper-android","","","mobile-foss"
"kplumber","KPlumber / pipe puzzle FOSS","2014","varios","android","puzzle","Android Java","open-source","code-fork","1","XS","5","Puzzle pipes Android simples","CPG","1","Solo puzzle","F-Droid","all-ages","Android Java","MIT","1","https://f-droid.org/packages/net.olsen.plumber/","","","mobile-foss"
"collapse-dungeon","Collapse! puzzle FOSS Android","2013","varios","android","puzzle","Android Java","open-source","code-fork","1","XS","5","Puzzle match Android","CPG","1","Solo","F-Droid","all-ages","Android Java","GPL","1","https://f-droid.org","","","mobile-foss"
"connect4-foss","Connect Four FOSS Android","2014","varios","android","board-abstract","Android Java","open-source","code-fork","1","XS","5","Connect 4 Android simples","CPG","1","Zero-sum","GitHub","all-ages","Android Java","MIT","1","https://github.com/topics/connect-four-android","","","mobile-foss"
"doom-boom","PrBoom+ / DSDA-Doom","2005","prboom-plus team","windows|mac|linux","fps-retro","Doom engine","open-source","code-fork","3","S","4","Port Doom preciso. Suporta DEH/MBF scripts. Coop nativo.","PG|SH","2","Coop WAD custom: itens no chão compartilháveis — pegar pra si vs deixar pro parceiro.","Big speedrun community","16+","C","grátis (GPL)","1","https://github.com/coelckers/prboom-plus | https://dsdarchive.com/dsda-doom","","Demoframework famoso.","open-source"
"dominion-cli","Dominion online (Doominion fork)","2014","Dominant Species / community","web","card-deckbuilder","JavaScript","open-source","code-fork","3","M","4","Implementações open-source não-oficiais do Dominion (card deckbuilder). JS client-server. Mecânica envolve escolhas com impacto coletivo.","PG|CG|SH","2","Variante: comprar carta que melhora suprimento coletivo (coop) vs carta que rouba (trair).","Forks pequenos","10+","JavaScript","grátis (código); regras jogo CC-BY","3","https://github.com/phcreery/dominion","","IP Dominion sensível; uso educacional toleraco.","open-source"
"mafia-gg","Mafia.gg","2020","independent","web","social-deduction","JS","closed-only","engenharia-reversa","5","L","1","Closed-source. Não recomendo.","PD","4","Mecânica Mafia clássica mapeia PD.","ativo, 10k+ usuários","13+","N/A","grátis","4","https://mafia.gg","","Só referência de gameplay — prefira implementação FOSS mafia-like.","party-multiplayer"
"pretend-youre-xyzzy","Pretend You're Xyzzy (CAH clone)","2012","Andy Janata","web","party","Java","open-source","code-fork","3","S","4","Java servlet antigo mas funcional. Menos moderno que allbadcards.","DG","2","Mesma crítica que allbadcards.","pyx-1.pretendyoure.xyz — longevidade 10+ anos","18+","Java, Tomcat","grátis","1","https://github.com/ajanata/PretendYoureXyzzy","","Stack velha; prefira allbadcards.","party-multiplayer"
"truth-or-dare-apps","Truth or Dare (FOSS apps)","2020","multiple","web|android","party","varies","open-source","code-fork","1","XS","5","Apps triviais.","DG","1","Mecânica basicamente random prompt — dilema forçadíssimo.","vários apps Android","18+","N/A","grátis","1","https://github.com/topics/truth-or-dare","","Aderência baixíssima.","party-multiplayer"
"never-have-i-ever-apps","Never Have I Ever (FOSS)","2019","multiple","web|android","party","varies","open-source","code-fork","1","XS","5","Trivial.","DG","1","Não dilema.","nicho","18+","N/A","grátis","1","https://github.com/topics/never-have-i-ever","","Fora do foco.","party-multiplayer"
"the-forever-winter","The Forever Winter","2024","Fun Dog Studios","windows","survival-coop","Unreal Engine 5","closed-only","engenharia-reversa","5","L","1","Closed UE5. Só referência.","PD|PG","4","Extract shooter coop com traição possível.","early access 2024","16+","N/A","R$100","5","https://theforeverwintergame.com","","Referência nova. Skip.","party-multiplayer"
"hunt-showdown","Hunt: Showdown","2019","Crytek","windows|playstation|xbox","extraction-pvp","CryEngine","closed-only","engenharia-reversa","5","L","1","CryEngine anti-cheat. Só referência.","PD","4","Encounter PD-like, mas modding impossível.","Steam 5M+ copies","16+","N/A","R$80","5","https://store.steampowered.com/app/594650","","Só referência.","party-multiplayer"
"escape-from-tarkov","Escape from Tarkov","2017","Battlestate Games","windows","extraction-pvp","Unity","modding-community","runtime-hook","5","L","1","SPT-AKI (single-player emulator) é o único caminho. Não tem multiplayer modificável legalmente.","PD|TG","4","SCAV karma é TG iterado. Mas apenas SPT-offline funciona.","20M+ accounts","16+","SPT-AKI, C#","R$140 (beta)","5","https://www.sp-tarkov.com","","Multiplayer modding = ban.","party-multiplayer"
"helldivers-2","Helldivers 2","2024","Arrowhead","windows|playstation","coop-shooter","Stingray","closed-only","engenharia-reversa","5","L","1","Stingray engine, closed. Só referência.","PG|SH","4","Friendly fire + stratagem sharing. Inviável modding.","Steam 15M+ copies","13+","N/A","R$180","5","https://store.steampowered.com/app/553850","","Só referência.","party-multiplayer"
"settlers-of-catan-colonist","Colonist.io (Catan clone)","2020","Colonist Team","web","board-multiplayer","JS","closed-only","engenharia-reversa","5","L","1","Closed. Referência.","BG|TG","4","Trocas entre jogadores = TG/BG natural.","100k+ MAU","10+","N/A","grátis","4","https://colonist.io","","Só referência; considerar Catan via boardgame.io ou openCatan forks.","party-multiplayer"
"galaxy-zoo","Galaxy Zoo / Zooniverse","2007","Zooniverse Team","web","citizen-science","React/Ruby","open-source","code-fork","3","S","4","Zooniverse Panoptes frontend é open-source. Forkável.","CPG|PG","2","Modificar panoptes pra mostrar contribuição coletiva visual e forçar escolha classificar-pro-grupo vs classificar-solo-premiado.","2M+ users","all-ages","Node/React","grátis","2","https://www.zooniverse.org | https://github.com/zooniverse","","Mais próximo de PGG do que Foldit; ainda assim distante.","research-serious"
"cop-and-robbers-abm","Cops and Robbers ABM","2015","Nowak/Rand","web","simulation","JS","open-source","code-fork","3","S","4","Open-source in-browser sim.","PD|SD","2","Mais sim, menos task humana.","educativo","13+","web","grátis","1","","","Marginal.","research-serious"
"citizen-spotter","Spotter (Zooniverse mobile)","2019","Zooniverse","ios|android","citizen-science","React Native","open-source","code-fork","3","S","4","React Native. Forkável.","CPG|PG","2","Adaptação similar Galaxy Zoo.","moderada","13+","React Native","grátis","2","https://github.com/zooniverse","","Alternativa mobile.","research-serious"
